Enter cache policy (LRU, LFU): Number: 17395, Steps: 203
Number: 10597, Steps: 99
Number: 32551, Steps: 72
Number: 27346, Steps: 152
Number: 30366, Steps: 178
Number: 19907, Steps: 74
Number: 25577, Steps: 139
Number: 27943, Steps: 152
Number: 21257, Steps: 149
Number: 11904, Steps: 24
Number: 32502, Steps: 98
Number: 1653, Steps: 91
Number: 24830, Steps: 95
Number: 11072, Steps: 37
Number: 30741, Steps: 147
Number: 9017, Steps: 39
Number: 28569, Steps: 33
Number: 22784, Steps: 38
Number: 18787, Steps: 110
Number: 27108, Steps: 90
Number: 3345, Steps: 136
Number: 18539, Steps: 154
Number: 20205, Steps: 87
Number: 23590, Steps: 82
Number: 13034, Steps: 45
Number: 20802, Steps: 149
Number: 29822, Steps: 72
Number: 7532, Steps: 88
Number: 620, Steps: 87
Number: 11521, Steps: 174
Number: 30134, Steps: 116
Number: 680, Steps: 12
Number: 9555, Steps: 104
Number: 9408, Steps: 122
Number: 25692, Steps: 126
Number: 20304, Steps: 43
Number: 9928, Steps: 42
Number: 22103, Steps: 118
Number: 26869, Steps: 90
Number: 17321, Steps: 172
Number: 22672, Steps: 82
Number: 21701, Steps: 162
Number: 29078, Steps: 72
Number: 24645, Steps: 38
Number: 6276, Steps: 36
Number: 10195, Steps: 179
Number: 17142, Steps: 172
Number: 714, Steps: 33
Number: 2625, Steps: 27
Number: 28404, Steps: 90
Number: 8135, Steps: 65
Number: 16374, Steps: 128
Number: 6432, Steps: 23
Number: 11120, Steps: 130
Number: 31303, Steps: 147
Number: 7904, Steps: 52
Number: 22121, Steps: 100
Number: 30145, Steps: 90
Number: 25618, Steps: 126
Number: 6529, Steps: 168
Number: 1987, Steps: 94
Number: 8765, Steps: 78
Number: 12346, Steps: 112
Number: 1650, Steps: 135
Number: 31215, Steps: 209
Number: 6390, Steps: 75
Number: 31641, Steps: 77
Number: 20471, Steps: 118
Number: 27574, Steps: 59
Number: 25823, Steps: 170
Number: 3942, Steps: 25
Number: 7229, Steps: 119
Number: 9504, Steps: 78
Number: 15920, Steps: 27
Number: 20999, Steps: 87
Number: 19168, Steps: 123
Number: 3815, Steps: 175
Number: 5131, Steps: 54
Number: 14886, Steps: 71
Number: 27568, Steps: 59
Number: 24107, Steps: 43
Number: 22879, Steps: 56
Number: 30727, Steps: 178
Number: 4789, Steps: 121
Number: 10343, Steps: 86
Number: 6413, Steps: 62
Number: 18713, Steps: 198
Number: 11633, Steps: 50
Number: 29604, Steps: 72
Number: 5449, Steps: 160
Number: 10699, Steps: 47
Number: 15716, Steps: 102
Number: 5869, Steps: 142
Number: 30275, Steps: 46
Number: 22944, Steps: 38
Number: 7126, Steps: 163
Number: 32514, Steps: 72
Number: 19463, Steps: 167
Number: 25990, Steps: 126
Number: 10960, Steps: 130
Number: 11089, Steps: 55
Number: 26530, Steps: 77
Number: 11364, Steps: 81
Number: 5996, Steps: 49
Number: 30497, Steps: 72
Number: 20359, Steps: 35
Number: 4594, Steps: 59
Number: 4430, Steps: 121
Number: 785, Steps: 121
Number: 21297, Steps: 56
Number: 21453, Steps: 48
Number: 7027, Steps: 57
Number: 21185, Steps: 56
Number: 521, Steps: 123
Number: 13515, Steps: 37
Number: 23082, Steps: 51
Number: 29391, Steps: 271
Number: 2441, Steps: 71
Number: 29323, Steps: 103
Number: 607, Steps: 43
Number: 15109, Steps: 133
Number: 16034, Steps: 146
Number: 14673, Steps: 177
Number: 19999, Steps: 66
Number: 208, Steps: 13
Number: 22107, Steps: 69
Number: 2577, Steps: 27
Number: 6745, Steps: 75
Number: 19956, Steps: 136
Number: 4540, Steps: 64
Number: 18122, Steps: 66
Number: 4578, Steps: 108
Number: 28543, Steps: 196
Number: 24810, Steps: 157
Number: 22806, Steps: 56
Number: 2492, Steps: 133
Number: 28923, Steps: 157
Number: 16787, Steps: 128
Number: 9982, Steps: 73
Number: 29336, Steps: 46
Number: 22504, Steps: 175
Number: 23692, Steps: 38
Number: 18962, Steps: 154
Number: 921, Steps: 129
Number: 13162, Steps: 138
Number: 9913, Steps: 47
Number: 15546, Steps: 40
Number: 603, Steps: 69
Number: 21566, Steps: 149
Number: 2350, Steps: 120
Number: 29127, Steps: 103
Number: 19508, Steps: 136
Number: 16626, Steps: 190
Number: 21651, Steps: 69
Number: 2637, Steps: 53
Number: 1210, Steps: 18
Number: 14934, Steps: 71
Number: 973, Steps: 98
Number: 7605, Steps: 31
Number: 3461, Steps: 149
Number: 25646, Steps: 51
Number: 4571, Steps: 59
Number: 18446, Steps: 48
Number: 11062, Steps: 42
Number: 26153, Steps: 157
Number: 26365, Steps: 245
Number: 29348, Steps: 178
Number: 31671, Steps: 103
Number: 6423, Steps: 124
Number: 8476, Steps: 83
Number: 2772, Steps: 35
Number: 8645, Steps: 34
Number: 5206, Steps: 103
Number: 15206, Steps: 32
Number: 6942, Steps: 106
Number: 18860, Steps: 105
Number: 12173, Steps: 112
Number: 22841, Steps: 144
Number: 31356, Steps: 85
Number: 27474, Steps: 95
Number: 19613, Steps: 105
Number: 14402, Steps: 164
Number: 1522, Steps: 34
Number: 28023, Steps: 152
Number: 32213, Steps: 72
Number: 3558, Steps: 149
Number: 6247, Steps: 186
Number: 3643, Steps: 162
Number: 23654, Steps: 82
Number: 21472, Steps: 100
Number: 13491, Steps: 76
Number: 13537, Steps: 63
Number: 8982, Steps: 184
Number: 18476, Steps: 154
Number: 5625, Steps: 160
Number: 4306, Steps: 77
Number: 24888, Steps: 38
Number: 9252, Steps: 109
Number: 6711, Steps: 93
Number: 10725, Steps: 47
Number: 23003, Steps: 175
Number: 20202, Steps: 43
Number: 15131, Steps: 221
Number: 17885, Steps: 48
Number: 25410, Steps: 108
Number: 3845, Steps: 51
Number: 2329, Steps: 151
Number: 18228, Steps: 61
Number: 23188, Steps: 144
Number: 32591, Steps: 98
Number: 23738, Steps: 144
Number: 26903, Steps: 139
Number: 32725, Steps: 67
Number: 19214, Steps: 123
Number: 12855, Steps: 76
Number: 31921, Steps: 98
Number: 19989, Steps: 180
Number: 30049, Steps: 209
Number: 25414, Steps: 56
Number: 2988, Steps: 48
Number: 9191, Steps: 60
Number: 12254, Steps: 63
Number: 13108, Steps: 45
Number: 1013, Steps: 111
Number: 20501, Steps: 56
Number: 1145, Steps: 150
Number: 24884, Steps: 38
Number: 20672, Steps: 105
Number: 22162, Steps: 69
Number: 22183, Steps: 56
Number: 13559, Steps: 89
Number: 1229, Steps: 39
Number: 432, Steps: 115
Number: 32708, Steps: 54
Number: 14716, Steps: 164
Number: 31209, Steps: 178
Number: 5011, Steps: 90
Number: 2738, Steps: 40
Number: 6698, Steps: 44
Number: 2487, Steps: 71
Number: 11238, Steps: 161
Number: 21188, Steps: 100
Number: 22044, Steps: 131
Number: 17328, Steps: 141
Number: 13772, Steps: 58
Number: 2522, Steps: 40
Number: 15804, Steps: 76
Number: 17513, Steps: 79
Number: 29210, Steps: 46
Number: 27085, Steps: 183
Number: 28307, Steps: 152
Number: 4628, Steps: 33
Number: 29123, Steps: 165
Number: 5389, Steps: 67
Number: 16735, Steps: 159
Number: 8778, Steps: 140
Number: 5268, Steps: 54
Number: 27272, Steps: 139
Number: 24166, Steps: 69
Number: 27912, Steps: 90
Number: 24609, Steps: 82
Number: 20686, Steps: 87
Number: 27659, Steps: 46
Number: 12535, Steps: 63
Number: 17151, Steps: 234
Number: 15475, Steps: 177
Number: 2975, Steps: 48
Number: 19696, Steps: 74
Number: 6195, Steps: 186
Number: 30133, Steps: 90
Number: 6265, Steps: 85
Number: 21183, Steps: 79
Number: 32491, Steps: 67
Number: 24927, Steps: 188
Number: 23881, Steps: 100
Number: 14119, Steps: 120
Number: 23148, Steps: 82
Number: 20718, Steps: 118
Number: 13225, Steps: 151
Number: 17191, Steps: 141
Number: 3660, Steps: 131
Number: 7665, Steps: 57
Number: 16885, Steps: 172
Number: 10876, Steps: 68
Number: 19169, Steps: 154
Number: 5302, Steps: 147
Number: 19293, Steps: 167
Number: 27495, Steps: 214
Number: 32249, Steps: 98
Number: 29218, Steps: 46
Number: 17976, Steps: 79
Number: 23472, Steps: 144
Number: 15307, Steps: 84
Number: 30945, Steps: 116
Number: 11419, Steps: 81
Number: 1771, Steps: 55
Number: 13358, Steps: 94
Number: 25024, Steps: 126
Number: 15147, Steps: 84
Number: 16890, Steps: 172
Number: 2057, Steps: 112
Number: 11094, Steps: 55
Number: 4655, Steps: 90
Number: 6099, Steps: 124
Number: 4875, Steps: 121
Number: 3306, Steps: 92
Number: 27882, Steps: 183
Number: 29572, Steps: 59
Number: 32156, Steps: 191
Number: 4241, Steps: 108
Number: 25383, Steps: 245
Number: 11124, Steps: 130
Number: 11027, Steps: 99
Number: 6295, Steps: 124
Number: 26901, Steps: 46
Number: 20971, Steps: 87
Number: 22569, Steps: 113
Number: 21536, Steps: 69
Number: 341, Steps: 11
Number: 28372, Steps: 59
Number: 32173, Steps: 54
Number: 26383, Steps: 126
Number: 21842, Steps: 162
Number: 1730, Steps: 148
Number: 19322, Steps: 123
Number: 18727, Steps: 48
Number: 10193, Steps: 34
Number: 4914, Steps: 134
Number: 20391, Steps: 136
Number: 8304, Steps: 65
Number: 21961, Steps: 118
Number: 20496, Steps: 56
Number: 7677, Steps: 132
Number: 6877, Steps: 150
Number: 22900, Steps: 30
Number: 636, Steps: 56
Number: 2990, Steps: 48
Number: 2859, Steps: 79
Number: 934, Steps: 85
Number: 7373, Steps: 132
Number: 21315, Steps: 87
Number: 19724, Steps: 74
Number: 24414, Steps: 157
Number: 25558, Steps: 157
Number: 13527, Steps: 37
Number: 13445, Steps: 45
Number: 29594, Steps: 72
Number: 31081, Steps: 54
Number: 26243, Steps: 46
Number: 3221, Steps: 22
Number: 22384, Steps: 69
Number: 28698, Steps: 121
Number: 26905, Steps: 139
Number: 26903, Steps: 139
Number: 19547, Steps: 105
Number: 19525, Steps: 136
Number: 5397, Steps: 116
Number: 20457, Steps: 74
Number: 21203, Steps: 56
Number: 5715, Steps: 173
Number: 29648, Steps: 134
Number: 32078, Steps: 98
Number: 27936, Steps: 152
Number: 25144, Steps: 108
Number: 14583, Steps: 164
Number: 18321, Steps: 154
Number: 1135, Steps: 62
Number: 28736, Steps: 121
Number: 28732, Steps: 152
Number: 26092, Steps: 201
Number: 9254, Steps: 109
Number: 19212, Steps: 167
Number: 13131, Steps: 76
Number: 7847, Steps: 127
Number: 32629, Steps: 67
Number: 1751, Steps: 29
Number: 31744, Steps: 116
Number: 8324, Steps: 65
Number: 29997, Steps: 90
Number: 1535, Steps: 60
Number: 26327, Steps: 139
Number: 2907, Steps: 141
Number: 1494, Steps: 47
Number: 26304, Steps: 139
Number: 31140, Steps: 222
Number: 27650, Steps: 90
Number: 28668, Steps: 196
Number: 32322, Steps: 147
Number: 17028, Steps: 40
Number: 12143, Steps: 112
Number: 26313, Steps: 77
Number: 1238, Steps: 132
Number: 25363, Steps: 56
Number: 20769, Steps: 87
Number: 5849, Steps: 142
Number: 22396, Steps: 69
Number: 23519, Steps: 82
Number: 18620, Steps: 92
Number: 27977, Steps: 90
Number: 29354, Steps: 41
Number: 11293, Steps: 60
Number: 31475, Steps: 85
Number: 21777, Steps: 69
Number: 2632, Steps: 53
Number: 6555, Steps: 49
Number: 12714, Steps: 32
Number: 24212, Steps: 69
Number: 25343, Steps: 201
Number: 13558, Steps: 89
Number: 24412, Steps: 157
Number: 1398, Steps: 65
Number: 20659, Steps: 56
Number: 28173, Steps: 108
Number: 12731, Steps: 138
Number: 2222, Steps: 32
Number: 32334, Steps: 72
Number: 19637, Steps: 136
Number: 14231, Steps: 58
Number: 2268, Steps: 63
Number: 25280, Steps: 82
Number: 8623, Steps: 78
Number: 7681, Steps: 176
Number: 24796, Steps: 139
Number: 1860, Steps: 37
Number: 17367, Steps: 110
Number: 18608, Steps: 154
Number: 27803, Steps: 90
Number: 740, Steps: 46
Number: 11677, Steps: 218
Number: 18852, Steps: 154
Number: 12841, Steps: 161
Number: 20287, Steps: 118
Number: 3769, Steps: 113
Number: 31752, Steps: 147
Number: 8464, Steps: 34
Number: 23178, Steps: 144
Number: 9755, Steps: 60
Number: 18013, Steps: 40
Number: 23525, Steps: 51
Number: 31445, Steps: 147
Number: 30753, Steps: 59
Number: 18389, Steps: 48
Number: 16412, Steps: 159
Number: 9871, Steps: 197
Number: 13581, Steps: 37
Number: 29949, Steps: 72
Number: 8224, Steps: 127
Number: 5709, Steps: 28
Number: 25526, Steps: 126
Number: 26527, Steps: 121
Number: 25508, Steps: 82
Number: 13255, Steps: 275
Number: 9342, Steps: 91
Number: 26087, Steps: 82
Number: 563, Steps: 43
Number: 31267, Steps: 41
Number: 8323, Steps: 65
Number: 25796, Steps: 64
Number: 3087, Steps: 110
Number: 11127, Steps: 117
Number: 31002, Steps: 54
Number: 2449, Steps: 133
Number: 13624, Steps: 63
Number: 32649, Steps: 129
Number: 19321, Steps: 167
Number: 28405, Steps: 90
Number: 5835, Steps: 80
Number: 12249, Steps: 112
Number: 7347, Steps: 163
Number: 12552, Steps: 37
Number: 6797, Steps: 62
Number: 1249, Steps: 176
Number: 16874, Steps: 84
Number: 1207, Steps: 70
Number: 17608, Steps: 141
Number: 18587, Steps: 61
Number: 6335, Steps: 155
Number: 24169, Steps: 95
Number: 20566, Steps: 87
Number: 16964, Steps: 110
Number: 9230, Steps: 91
Number: 27619, Steps: 46
Number: 20731, Steps: 162
Number: 8032, Steps: 70
Number: 24793, Steps: 188
Number: 25960, Steps: 139
Number: 20472, Steps: 118
Number: 28158, Steps: 82
Number: 26497, Steps: 51
Number: 31269, Steps: 134
Number: 5852, Steps: 142
Number: 3133, Steps: 123
Number: 11580, Steps: 55
Number: 23501, Steps: 56
Number: 7326, Steps: 70
Number: 12559, Steps: 107
Number: 31171, Steps: 85
Number: 11649, Steps: 143
Number: 18665, Steps: 92
Number: 29245, Steps: 121
Number: 25931, Steps: 170
Number: 23026, Steps: 175
Number: 439, Steps: 53
Number: 27563, Steps: 59
Number: 29367, Steps: 72
Number: 5321, Steps: 54
Number: 14113, Steps: 151
Number: 27614, Steps: 64
Number: 6668, Steps: 31
Number: 2887, Steps: 128
Number: 24949, Steps: 64
Number: 18875, Steps: 260
Number: 22309, Steps: 43
Number: 2088, Steps: 32
Number: 9610, Steps: 60
Number: 18321, Steps: 154
Number: 4264, Steps: 33
Number: 3790, Steps: 175
Number: 4944, Steps: 28
Number: 10074, Steps: 86
Number: 27448, Steps: 121
Number: 12699, Steps: 200
Number: 12971, Steps: 50
Number: 21566, Steps: 149
Number: 23788, Steps: 144
Number: 10143, Steps: 117
Number: 21122, Steps: 56
Number: 17753, Steps: 172
Number: 5376, Steps: 15
Number: 25971, Steps: 51
Number: 19987, Steps: 74
Number: 32190, Steps: 46
Number: 3019, Steps: 66
Number: 15716, Steps: 102
Number: 15497, Steps: 164
Number: 19900, Steps: 74
Number: 20209, Steps: 43
Number: 19156, Steps: 123
Number: 16080, Steps: 71
Number: 14688, Steps: 133
Number: 24026, Steps: 43
Number: 11486, Steps: 81
Number: 24488, Steps: 51
Number: 10298, Steps: 148
Number: 10851, Steps: 161
Number: 21561, Steps: 149
Number: 14840, Steps: 120
Number: 16996, Steps: 128
Number: 4563, Steps: 152
Number: 26719, Steps: 69
Number: 22885, Steps: 82
Number: 7873, Steps: 145
Number: 25104, Steps: 38
Number: 2030, Steps: 37
Number: 2340, Steps: 58
Number: 9859, Steps: 42
Number: 16147, Steps: 97
Number: 26702, Steps: 69
Number: 1292, Steps: 101
Number: 20976, Steps: 105
Number: 31897, Steps: 147
Number: 6292, Steps: 62
Number: 16624, Steps: 66
Number: 8805, Steps: 140
Number: 16411, Steps: 66
Number: 27558, Steps: 183
Number: 14891, Steps: 133
Number: 32155, Steps: 98
Number: 32513, Steps: 41
Number: 19872, Steps: 92
Number: 1916, Steps: 55
Number: 20009, Steps: 167
Number: 11539, Steps: 174
Number: 2167, Steps: 138
Number: 6933, Steps: 31
Number: 3402, Steps: 61
Number: 12080, Steps: 68
Number: 15325, Steps: 177
Number: 27374, Steps: 139
Number: 6625, Steps: 75
Number: 26178, Steps: 139
Number: 3172, Steps: 79
Number: 29535, Steps: 196
Number: 186, Steps: 18
Number: 26225, Steps: 46
Number: 19941, Steps: 118
Number: 18414, Steps: 123
Number: 6675, Steps: 67
Number: 11927, Steps: 50
Number: 11555, Steps: 143
Number: 9830, Steps: 135
Number: 8283, Steps: 96
Number: 29684, Steps: 121
Number: 7340, Steps: 132
Number: 16425, Steps: 97
Number: 9273, Steps: 153
Number: 22052, Steps: 100
Number: 2304, Steps: 27
Number: 11718, Steps: 99
Number: 464, Steps: 22
Number: 3917, Steps: 51
Number: 6133, Steps: 49
Number: 16590, Steps: 97
Number: 15170, Steps: 133
Number: 29853, Steps: 72
Number: 30554, Steps: 33
Number: 10212, Steps: 179
Number: 23666, Steps: 100
Number: 23284, Steps: 144
Number: 32475, Steps: 85
Number: 6420, Steps: 23
Number: 19471, Steps: 48
Number: 13277, Steps: 45
Number: 10532, Steps: 42
Number: 30310, Steps: 85
Number: 11726, Steps: 130
Number: 30403, Steps: 85
Number: 10314, Steps: 148
Number: 8370, Steps: 39
Number: 14838, Steps: 71
Number: 10850, Steps: 161
Number: 6502, Steps: 137
Number: 27829, Steps: 59
Number: 11810, Steps: 143
Number: 8827, Steps: 122
Number: 7043, Steps: 106
Number: 28261, Steps: 103
Number: 15170, Steps: 133
Number: 17868, Steps: 141
Number: 19898, Steps: 74
Number: 3714, Steps: 38
Number: 5348, Steps: 46
Number: 28735, Steps: 90
Number: 30875, Steps: 85
Number: 7790, Steps: 83
Number: 1458, Steps: 34
Number: 17762, Steps: 185
Number: 26319, Steps: 214
Number: 24126, Steps: 144
Number: 11579, Steps: 50
Number: 1815, Steps: 55
Number: 12540, Steps: 63
Number: 10513, Steps: 29
Number: 19190, Steps: 74
Number: 17549, Steps: 141
Number: 233, Steps: 83
Number: 15264, Steps: 40
Number: 14979, Steps: 89
Number: 30062, Steps: 209
Number: 4067, Steps: 113
Number: 18711, Steps: 198
Number: 1333, Steps: 114
Number: 21850, Steps: 118
Number: 25695, Steps: 77
Number: 21028, Steps: 180
Number: 11470, Steps: 174
Number: 5013, Steps: 134
Number: 4832, Steps: 20
Number: 29261, Steps: 121
Number: 5001, Steps: 64
Number: 11004, Steps: 174
Number: 1563, Steps: 153
Number: 6022, Steps: 41
Number: 9566, Steps: 78
Number: 30270, Steps: 103
Number: 4697, Steps: 108
Number: 22531, Steps: 61
Number: 9857, Steps: 60
Number: 21576, Steps: 162
Number: 22558, Steps: 87
Number: 23115, Steps: 144
Number: 19244, Steps: 48
Number: 28929, Steps: 165
Number: 14856, Steps: 40
Number: 910, Steps: 41
Number: 31902, Steps: 147
Number: 1592, Steps: 122
Number: 27129, Steps: 77
Number: 24632, Steps: 157
Number: 28516, Steps: 121
Number: 10458, Steps: 179
Number: 20857, Steps: 149
Number: 31430, Steps: 103
Number: 28375, Steps: 103
Number: 30313, Steps: 147
Number: 22869, Steps: 38
Number: 5336, Steps: 147
Number: 486, Steps: 97
Number: 13993, Steps: 89
Number: 21644, Steps: 43
Number: 30344, Steps: 72
Number: 19733, Steps: 136
Number: 17821, Steps: 97
Number: 4716, Steps: 59
Number: 18427, Steps: 167
Number: 21958, Steps: 131
Number: 22961, Steps: 82
Number: 23545, Steps: 131
Number: 10549, Steps: 55
Number: 2743, Steps: 115
Number: 31289, Steps: 147
Number: 24718, Steps: 157
Number: 31794, Steps: 54
Number: 13773, Steps: 58
Number: 14874, Steps: 133
Number: 21959, Steps: 149
Number: 5426, Steps: 160
Number: 15120, Steps: 40
Number: 2759, Steps: 159
Number: 20125, Steps: 118
Number: 17748, Steps: 22
Number: 18678, Steps: 154
Number: 15216, Steps: 32
Number: 3539, Steps: 56
Number: 29542, Steps: 72
Number: 24036, Steps: 95
Number: 30838, Steps: 147
Number: 22418, Steps: 69
Number: 14076, Steps: 81
Number: 18162, Steps: 97
Number: 24353, Steps: 64
Number: 1616, Steps: 29
Number: 10687, Steps: 99
Number: 31727, Steps: 129
Number: 31125, Steps: 41
Number: 26358, Steps: 126
Number: 25352, Steps: 56
Number: 31909, Steps: 54
Number: 14082, Steps: 58
Number: 8257, Steps: 189
Number: 20910, Steps: 56
Number: 4957, Steps: 134
Number: 13340, Steps: 182
Number: 10600, Steps: 29
Number: 26652, Steps: 69
Number: 8358, Steps: 65
Number: 26571, Steps: 108
Number: 5120, Steps: 15
Number: 20134, Steps: 92
Number: 21587, Steps: 118
Number: 2083, Steps: 125
Number: 11549, Steps: 130
Number: 4125, Steps: 38
Number: 30659, Steps: 85
Number: 15254, Steps: 84
Number: 14779, Steps: 195
Number: 29856, Steps: 90
Number: 11621, Steps: 50
Number: 27240, Steps: 64
Number: 21084, Steps: 56
Number: 32438, Steps: 191
Number: 18810, Steps: 61
Number: 17508, Steps: 79
Number: 8690, Steps: 52
Number: 16026, Steps: 146
Number: 10269, Steps: 148
Number: 20174, Steps: 224
Number: 3070, Steps: 61
Number: 28630, Steps: 51
Number: 9345, Steps: 184
Number: 3736, Steps: 87
Number: 32250, Steps: 98
Number: 5395, Steps: 160
Number: 5499, Steps: 67
Number: 8920, Steps: 96
Number: 28661, Steps: 103
Number: 1584, Steps: 29
Number: 29504, Steps: 41
Number: 25466, Steps: 64
Number: 22653, Steps: 87
Number: 9361, Steps: 47
Number: 2671, Steps: 45
Number: 22578, Steps: 206
Number: 6081, Steps: 62
Number: 10682, Steps: 148
Number: 24658, Steps: 188
Number: 7093, Steps: 57
Number: 7671, Steps: 132
Number: 17436, Steps: 172
Number: 11361, Steps: 81
Number: 32553, Steps: 160
Number: 20732, Steps: 56
Number: 30254, Steps: 85
Number: 2823, Steps: 58
Number: 474, Steps: 35
Number: 30010, Steps: 64
Number: 27584, Steps: 46
Number: 19881, Steps: 74
Number: 28974, Steps: 59
Number: 7631, Steps: 176
Number: 14733, Steps: 133
Number: 3045, Steps: 35
Number: 17627, Steps: 53
Number: 26604, Steps: 46
Number: 15119, Steps: 133
Number: 23063, Steps: 56
